,Difficulty_Level,Key,Link,Range,Tempo,Time_Signature,Title,,,
1562,intermediate,G minor,/tunes/kohler-op93-no2-duet-no6-in-g-minor.pdf,"('C#', '4', 'G', '6')",92 BPM,4-Mar,"Duet No. 6 in G minor 20 Easy Melodic Progressive Exercises, Book 2",Gm,11,/tunes/kohler-op93-no2-duet-no6-in-g-minor
2459,easy,G minor,/tunes/enchanted-valley.pdf,"('D', '4', 'Bb', '5')",40 BPM,4-Feb,Enchanted Valley,Gm,11,/tunes/enchanted-valley
2172,easy,G minor,/tunes/schubert-erlkonig.pdf,"('C#', '4', 'G', '5')",144 BPM,4-Apr,ErlkÃ¶nig,Gm,11,/tunes/schubert-erlkonig
2579,easy,G minor,/tunes/kontolatis-fall-of-a-star.pdf,"('G', '4', 'G', '6')",120 BPM,4-Mar,Fall Of A Star,Gm,11,/tunes/kontolatis-fall-of-a-star
810,intermediate,G minor,/tunes/telemann-fantasia-for-solo-flute-no12.pdf,"('D', '4', 'E\xe2\x99\xae', '6')",120 BPM,4-Mar,Fantasia No. 12 in G minor 12 Fantasias for Solo Flute,Gm,11,/tunes/telemann-fantasia-for-solo-flute-no12
686,intermediate,G minor,/tunes/faronells-ground.pdf,"('F', '4', 'Eb', '6')",90 BPM,4-Mar,"Faronells Ground The Division Flute, Part I",Gm,11,/tunes/faronells-ground
1460,easy,G minor,/tunes/loeillet-de-gant-op5-no10-ii-gavotta.pdf,"('D', '4', 'Bb', '5')",104 BPM,2-Feb,Gavotta Sonata for Two Flutes No. 10 in G minor,Gm,11,/tunes/loeillet-de-gant-op5-no10-ii-gavotta
2460,intermediate,G minor,/tunes/sarti-6-flute-sonatas-no4-giga.pdf,"('F', '4', 'Bb', '5')",100 BPM,8-Dec,Giga Flute Sonata No. 4 in G minor,Gm,11,/tunes/sarti-6-flute-sonatas-no4-giga
1835,intermediate,G minor,/tunes/boismortier-op13-no1-gigue.pdf,"('D', '4', 'C', '6')",100 BPM,8-Jun,"Gigue 12 Petites sonates Ã  deux FlÃ»tes TraversiÃ¨res, No. 1",Gm,11,/tunes/boismortier-op13-no1-gigue
749,easy,G minor,/tunes/go-down-moses.pdf,"('D', '4', 'D', '5')",100 BPM,4-Apr,"Go Down, Moses",Gm,11,/tunes/go-down-moses
2967,intermediate,G minor,/tunes/telemann-partita-no4-i-grave.pdf,"('F', '4', 'Bb', '5')",56 BPM,4-Mar,Grave Partita No. 4,Gm,11,/tunes/telemann-partita-no4-i-grave
1412,intermediate,G minor,/tunes/albinoni-trattenimenti-armonici-no2-i-grave-adagio.pdf,"('F', '4', 'D', '6')",42 BPM,4-Apr,"Grave Adagio Trattenimenti armonici, Sonata No. 2 in G minor",Gm,11,/tunes/albinoni-trattenimenti-armonici-no2-i-grave-adagio
2091,intermediate,G minor,/tunes/naudot-op1-no6-i-gravement.pdf,"('G', '4', 'Eb', '6')",48 BPM,4-Apr,Gravement Flute Sonata No. 6 in G minor,Gm,11,/tunes/naudot-op1-no6-i-gravement
47,intermediate,G minor,/tunes/hava-nagila.pdf,"('C', '5', 'D', '6')",144 BPM,4-Apr,Hava Nagila,Gm,11,/tunes/hava-nagila
2432,intermediate,G minor,/tunes/brahms-hungarian-dance-no1.pdf,"('D', '4', 'C', '7')",138 BPM,4-Feb,Hungarian Dance No. 1 Ungarische TÃ_nze,Gm,11,/tunes/brahms-hungarian-dance-no1
2554,advanced,G minor,/tunes/bach-invention-no11-in-g-minor.pdf,"('C', '4', 'Bb', '6')",84 BPM,4-Apr,Invention No. 11 in G minor,Gm,11,/tunes/bach-invention-no11-in-g-minor
762,easy,G minor,/tunes/istiklal-marsi.pdf,"('C#', '4', 'G', '5')",100 BPM,4-Apr,Ä°stiklÃ¢l MarÅŸÄ±,Gm,11,/tunes/istiklal-marsi
2343,easy,G minor,/tunes/jacksons-over-the-water.pdf,"('D', '4', 'B', '5')",96 BPM,8-Jun,Jackson's Over the Water,Gm,11,/tunes/jacksons-over-the-water
882,intermediate,G minor,/tunes/johnnie-cope.pdf,"('D', '4', 'F', '5')",116 BPM,4-Feb,Johnnie Cope,Gm,11,/tunes/johnnie-cope
211,intermediate,G minor,/tunes/tchaikovsky-the-seasons-june-barcarolle.pdf,"('C', '4', 'C', '6')",72 BPM,4-Apr,June The Seasons,Gm,11,/tunes/tchaikovsky-the-seasons-june-barcarolle
1869,easy,G minor,/tunes/katibim.pdf,"('F#', '4', 'F', '5')",96 BPM,4-Feb,KÃ¢tibim,Gm,11,/tunes/katibim
1221,easy,G minor,/tunes/king-of-the-fairies.pdf,"('D', '4', 'C', '6')",120 BPM,4-Apr,King of the Fairies,Gm,11,/tunes/king-of-the-fairies
900,easy,G minor,/tunes/mozart-le-nozze-di-figaro-lho-perduta-me-meschina.pdf,"('D', '4', 'D', '6')",48 BPM,8-Jun,"L'ho perduta, me meschina! The Marriage of Figaro",Gm,11,/tunes/mozart-le-nozze-di-figaro-lho-perduta-me-meschina
237,intermediate,G minor,/tunes/la-borinquena.pdf,"('C#', '4', 'G', '6')",68 BPM,4-Apr,La BorinqueÃ±a,Gm,11,/tunes/la-borinquena
503,intermediate,G minor,/tunes/la-cumparsita.pdf,"('D', '4', 'Bb', '6')",72 BPM,4-Feb,La Cumparsita,Gm,11,/tunes/la-cumparsita
338,easy,G minor,/tunes/ole-bull-la-melancolie.pdf,"('G', '4', 'G', '6')",68 BPM,4-Apr,La MÃ©lancolie,Gm,11,/tunes/ole-bull-la-melancolie
604,intermediate,G minor,/tunes/vivaldi-la-notte.pdf,"('F', '4', 'E\xe2\x99\xae', '6')",144 BPM,4-Mar,La notte,Gm,11,/tunes/vivaldi-la-notte
1944,easy,G minor,/tunes/boismortier-op-22-no32-la-pointilleuse.pdf,"('D', '4', 'Bb', '5')",100 BPM,4-Feb,La Pointilleuse 55 Easy Pieces,Gm,11,/tunes/boismortier-op-22-no32-la-pointilleuse
1369,intermediate,G minor,/tunes/quantz-op2-duet-no1-larghetto.pdf,"('D', '4', 'C', '6')",69 BPM,4-Mar,Larghetto Flute Duet No. 1 in G major,Gm,11,/tunes/quantz-op2-duet-no1-larghetto
1420,intermediate,G minor,/tunes/albinoni-trattenimenti-armonici-no2-ii-larghetto.pdf,"('C', '4', 'C', '6')",52 BPM,4-Apr,"Larghetto Trattenimenti armonici, Sonata No. 2 in G minor",Gm,11,/tunes/albinoni-trattenimenti-armonici-no2-ii-larghetto
1735,intermediate,G minor,/tunes/ranish-op2-no11-i-larghetto.pdf,"('D', '4', 'Bb', '5')",48 BPM,8-Jun,Larghetto Flute Sonata No. 11 in G minor,Gm,11,/tunes/ranish-op2-no11-i-larghetto
505,intermediate,G minor,/tunes/handel-recorder-sonata-in-g-minor-larghetto.pdf,"('A', '4', 'D', '6')",42 BPM,4-Apr,Larghetto Recorder Sonata in G minor,Gm,11,/tunes/handel-recorder-sonata-in-g-minor-larghetto
1533,intermediate,G minor,/tunes/albinoni-trattenimenti-armonici-no4-ii-larghetto.pdf,"('C', '4', 'D', '6')",63 BPM,4-Apr,"Larghetto Trattenimenti armonici, Sonata No. 4 in D minor",Gm,11,/tunes/albinoni-trattenimenti-armonici-no4-ii-larghetto
1118,easy,G minor,/tunes/marcello-recorder-sonata-in-b-flat-major-op2-no7-iii-largo.pdf,"('A', '4', 'C', '6')",63 BPM,4-Mar,Largo Recorder Sonata No. 7 in B-flat major,Gm,11,/tunes/marcello-recorder-sonata-in-b-flat-major-op2-no7-iii-largo
1264,intermediate,G minor,/tunes/scherer-flute-trio-no1-ii-largo.pdf,"('D', '4', 'Eb', '6')",56 BPM,8-Jun,Largo Flute Trio No. 1,Gm,11,/tunes/scherer-flute-trio-no1-ii-largo
2476,intermediate,G minor,/tunes/sarti-6-flute-sonatas-no1-largo-e-cantabile.pdf,"('D', '4', 'Bb', '5')",52 BPM,4-Apr,Largo e Cantabile Flute Sonata No. 1 in G major,Gm,11,/tunes/sarti-6-flute-sonatas-no1-largo-e-cantabile
1956,easy,G minor,/tunes/boismortier-op-22-no33-le-dedaigneux.pdf,"('D', '4', 'Bb', '5')",120 BPM,4-Mar,Le DÃ©daigneux 55 Easy Pieces,Gm,11,/tunes/boismortier-op-22-no33-le-dedaigneux
1348,intermediate,G minor,/tunes/blavet-op2-sonata-no4-le-lutin.pdf,"('D', '4', 'C', '6')",108 BPM,4-Feb,"Le Lutin Flute Sonata No. 4 in G minor, â€œLa Lumagueâ€ù",Gm,11,/tunes/blavet-op2-sonata-no4-le-lutin
1744,easy,G minor,/tunes/boismortier-op13-no1-lentement.pdf,"('D', '4', 'D', '6')",60 BPM,2-Mar,"Lentement 12 Petites sonates Ã  deux FlÃ»tes TraversiÃ¨res, No. 1",Gm,11,/tunes/boismortier-op13-no1-lentement
1936,easy,G minor,/tunes/boismortier-op-22-no31-les-angoisses.pdf,"('D', '4', 'G', '5')",60 BPM,2-Feb,Les Angoisses 55 Easy Pieces,Gm,11,/tunes/boismortier-op-22-no31-les-angoisses
574,intermediate,G minor,/tunes/bizet-carmen-les-dragons-dalcala.pdf,"('D', '4', 'A', '6')",96 BPM,4-Feb,Les Dragons d'Alcala Carmen,Gm,11,/tunes/bizet-carmen-les-dragons-dalcala
1968,intermediate,G minor,/tunes/boismortier-op-22-no34-les-fuyards.pdf,"('D', '4', 'Bb', '5')",92 BPM,8-Jun,Les Fuyards 55 Easy Pieces,Gm,11,/tunes/boismortier-op-22-no34-les-fuyards
687,intermediate,G minor,/tunes/masters-in-this-hall.pdf,"('F#', '4', 'Bb', '5')",112 BPM,8-Jun,Masters in This Hall,Gm,11,/tunes/masters-in-this-hall
3046,intermediate,G minor,/tunes/handel-water-music-suite-no3-minuets.pdf,"('D', '4', 'Bb', '5')",112 BPM,4-Mar,Menuets Water Music,Gm,11,/tunes/handel-water-music-suite-no3-minuets
1767,intermediate,G minor,/tunes/ranish-op2-no11-iii-minuet.pdf,"('F#', '4', 'D', '6')",120 BPM,4-Mar,Minuet Flute Sonata No. 11 in G minor,Gm,11,/tunes/ranish-op2-no11-iii-minuet
2509,easy,G minor,/tunes/petzold-minuet-in-g-minor.pdf,"('D', '4', 'Bb', '5')",108 BPM,4-Mar,Minuet in G minor Notebook for Anna Magdalena Bach,Gm,11,/tunes/petzold-minuet-in-g-minor
445,intermediate,G minor,/tunes/mr-beveridges-maggot.pdf,"('D', '4', 'Bb', '5')",80 BPM,2-Mar,Mr Beveridges's Maggot,Gm,11,/tunes/mr-beveridges-maggot
1030,intermediate,G minor,/tunes/my-lady-careys-dompe.pdf,"('D', '4', 'F', '6')",44 BPM,2-Feb,My Lady Careys Dompe,Gm,11,/tunes/my-lady-careys-dompe
643,intermediate,G minor,/tunes/cui-kaleidoscope-orientale.pdf,"('C', '4', 'Bb', '5')",69 BPM,8-Jun,Orientale Kaleidoscope,Gm,11,/tunes/cui-kaleidoscope-orientale
129,easy,G minor,/tunes/pastime-with-good-company.pdf,"('E\xe2\x99\xae', '4', 'C', '5')",112 BPM,2-Feb,Pastime with Good Company,Gm,11,/tunes/pastime-with-good-company
311,intermediate,G minor,/tunes/pat-a-pan.pdf,"('D', '4', 'D', '6')",72 BPM,2-Feb,Pat-A-Pan,Gm,11,/tunes/pat-a-pan
889,intermediate,G minor,/tunes/pauls-steeple.pdf,"('F', '4', 'F', '6')",54 BPM,2-Feb,"Pauls Steeple The Division Flute, Part I",Gm,11,/tunes/pauls-steeple
1123,intermediate,G minor,/tunes/telemann-canonic-sonata-no4-piacevole-non-largo.pdf,"('D', '4', 'D', '6')",48 BPM,4-Apr,"Piacevole non largo Six Canonic Sonatas for Two Flutes, No. 4",Gm,11,/tunes/telemann-canonic-sonata-no4-piacevole-non-largo
2516,intermediate,G minor,/tunes/polly-peachums-hornpipe.pdf,"('D', '4', 'Bb', '5')",84 BPM,2-Mar,Polly Peachum's Hornpipe,Gm,11,/tunes/polly-peachums-hornpipe
2295,intermediate,G minor,/tunes/bach-polonaise-in-g-minor-bwv-anh125.pdf,"('C', '4', 'Eb', '6')",76 BPM,4-Mar,Polonaise Notebook for Anna Magdalena Bach,Gm,11,/tunes/bach-polonaise-in-g-minor-bwv-anh125
1924,intermediate,G minor,/tunes/boismortier-op-22-no30-prelude.pdf,"('D', '4', 'D', '6')",80 BPM,2-Feb,PrÃ©lude in G minor 55 Easy Pieces,Gm,11,/tunes/boismortier-op-22-no30-prelude
540,intermediate,G minor,/tunes/handel-recorder-sonata-in-g-minor-presto.pdf,"('G', '4', 'D', '6')",128 BPM,4-Apr,Presto Recorder Sonata in G minor,Gm,11,/tunes/handel-recorder-sonata-in-g-minor-presto
2336,intermediate,G minor,/tunes/marcello-recorder-sonata-in-g-minor-op2-no11-ii-presto.pdf,"('G', '4', 'D', '6')",120 BPM,4-Apr,Presto Recorder Sonata No. 11 in G minor,Gm,11,/tunes/marcello-recorder-sonata-in-g-minor-op2-no11-ii-presto
1319,intermediate,G minor,/tunes/blavet-op2-sonata-no4-presto.pdf,"('D', '4', 'C', '6')",184 BPM,8-Mar,"Presto Flute Sonata No. 4 in G minor, â€œLa Lumagueâ€ù",Gm,11,/tunes/blavet-op2-sonata-no4-presto
2360,intermediate,G minor,/tunes/marcello-recorder-sonata-in-g-minor-op2-no11-iv-presto.pdf,"('G', '4', 'D', '6')",126 BPM,8-Dec,Presto Recorder Sonata No. 11 in G minor,Gm,11,/tunes/marcello-recorder-sonata-in-g-minor-op2-no11-iv-presto
1891,intermediate,G minor,/tunes/marcello-recorder-sonata-in-g-minor-op2-no3-iv-presto.pdf,"('G', '4', 'D', '6')",200 BPM,8-Mar,Presto Recorder Sonata No. 3 in G minor,Gm,11,/tunes/marcello-recorder-sonata-in-g-minor-op2-no3-iv-presto
1143,intermediate,G minor,/tunes/telemann-canonic-sonata-no2-presto.pdf,"('D', '4', 'Bb', '5')",200 BPM,4-Apr,"Presto Six Canonic Sonatas for Two Flutes, No. 2",Gm,11,/tunes/telemann-canonic-sonata-no2-presto
1015,intermediate,G minor,/tunes/bach-sonata-no1-for-solo-violin-presto.pdf,"('C', '4', 'G', '6')",208 BPM,8-Mar,Presto Violin Sonata No. 1,Gm,11,/tunes/bach-sonata-no1-for-solo-violin-presto
2424,intermediate,G minor,/tunes/clerambault-suite-du-deuxieme-ton-recit-de-nazard.pdf,"('F', '4', 'C', '6')",63 BPM,8-Dec,RÃ©cit de Nazard Suite du deuxiÃ¨me ton,Gm,11,/tunes/clerambault-suite-du-deuxieme-ton-recit-de-nazard
2646,intermediate,G minor,/tunes/dvorak-rondo-op94.pdf,"('C', '4', 'Eb', '6')",92 BPM,4-Feb,Rondo,Gm,11,/tunes/dvorak-rondo-op94
2724,intermediate,G minor,/tunes/jensen-op16-no5-ii-rondo.pdf,"('C', '4', 'F', '6')",104 BPM,4-Feb,"Rondo Six duos faciles et brillants, No. 5",Gm,11,/tunes/jensen-op16-no5-ii-rondo
1697,intermediate,G minor,/tunes/villoldo-sacame-una-pelicula-gordito.pdf,"('C#', '4', 'D', '6')",72 BPM,4-Feb,"Sacame una pelÃ_cula, gordito",Gm,11,/tunes/villoldo-sacame-una-pelicula-gordito
823,easy,G minor,/tunes/shche-ne-vmerla-ukraina.pdf,"('G', '4', 'F', '5')",80 BPM,4-Apr,Shche ne vmerla Ukraina,Gm,11,/tunes/shche-ne-vmerla-ukraina
82,intermediate,G minor,/tunes/bach-flute-sonata-no2-siciliano.pdf,"('D', '4', 'D', '6')",36 BPM,8-Jun,Siciliano Sonata No. 2 in E-flat major for flute and harpsichord,Gm,11,/tunes/bach-flute-sonata-no2-siciliano
2405,intermediate,G minor,/tunes/bach-flute-sonata-no2-siciliano-duet.pdf,"('C#', '4', 'D', '6')",36 BPM,8-Jun,Siciliano Sonata No. 2 in E-flat major for flute and harpsichord,Gm,11,/tunes/bach-flute-sonata-no2-siciliano-duet
319,intermediate,G minor,/tunes/faure-pelleas-et-melisande-sicilienne.pdf,"('C', '4', 'F', '6')",54 BPM,8-Jun,Sicilienne PellÃ©as et MÃ©lisande,Gm,11,/tunes/faure-pelleas-et-melisande-sicilienne
3029,easy,G minor,/tunes/slantha.pdf,"('F', '4', 'Bb', '5')",108 BPM,8-Jun,Slantha,Gm,11,/tunes/slantha
518,intermediate,G minor,/tunes/kohler-souvenir-russe.pdf,"('C#', '4', 'G', '6')",80 BPM,4-Mar,Souvenir Russe,Gm,11,/tunes/kohler-souvenir-russe
2289,easy,G minor,/tunes/stingo.pdf,"('F', '4', 'G', '5')",100 BPM,4-Jun,Stingo,Gm,11,/tunes/stingo
1856,intermediate,G minor,/tunes/gariboldi-etudes-mignonnes-no10.pdf,"('F#', '4', 'G', '6')",96 BPM,8-Jun,Study No. 10 in G minor Etudes mignonnes,Gm,11,/tunes/gariboldi-etudes-mignonnes-no10
2215,intermediate,G minor,/tunes/andersen-18-etudes-op41-no14.pdf,"('F#', '4', 'G', '6')",96 BPM,4-Mar,Study No. 14 in G minor 18 Etudes for Flute,Gm,11,/tunes/andersen-18-etudes-op41-no14
1152,intermediate,G minor,/tunes/gariboldi-twenty-studies-no15.pdf,"('E', '4', 'G', '6')",96 BPM,4-Mar,Study No. 15 in G minor Twenty Studies,Gm,11,/tunes/gariboldi-twenty-studies-no15
1699,advanced,G minor,/tunes/karg-elert-30-studies-for-flute-solo-no16.pdf,"('D', '4', 'Bb', '6')",104 BPM,8-Nov,Study No. 16 in G minor 30 Studies for Flute Solo,Gm,11,/tunes/karg-elert-30-studies-for-flute-solo-no16
2268,intermediate,G minor,/tunes/demersseman-op4-no22.pdf,"('A', '4', 'Bb', '6')",100 BPM,8-Jun,Study No. 22 in G 50 Etudes mÃ©lodiques,Gm,11,/tunes/demersseman-op4-no22
2996,advanced,G minor,/tunes/andersen-24-etudes-op30-no22.pdf,"('G', '4', 'G', '6')",132 BPM,8-Mar,"Study No. 22 in G minor 24 Etudes for Flute, Op. 30",Gm,11,/tunes/andersen-24-etudes-op30-no22
1509,intermediate,G minor,/tunes/andersen-24-etudes-op33-no22.pdf,"('C#', '4', 'F', '6')",96 BPM,4-Mar,"Study No. 22 in G minor 24 Etudes for Flute, Op. 33",Gm,11,/tunes/andersen-24-etudes-op33-no22
1627,intermediate,G minor,/tunes/gariboldi-thirty-easy-and-progressive-studies-no25.pdf,"('F#', '4', 'G', '6')",120 BPM,4-Apr,Study No. 25 in G minor Thirty Easy and Progressive Studies,Gm,11,/tunes/gariboldi-thirty-easy-and-progressive-studies-no25
2121,intermediate,G minor,/tunes/demersseman-op4-no4.pdf,"('G', '4', 'G', '6')",160 BPM,4-Mar,Study No. 4 in G minor 50 Etudes mÃ©lodiques,Gm,11,/tunes/demersseman-op4-no4
2713,intermediate,G minor,/tunes/drouet-72-studies-for-the-boehm-flute-no54.pdf,"('C#', '4', 'Bb', '6')",168 BPM,4-Mar,Study No. 54 in G minor 72 Studies for the Boehm Flute,Gm,11,/tunes/drouet-72-studies-for-the-boehm-flute-no54
1811,intermediate,G minor,/tunes/kummer-op129-no6.pdf,"('D', '4', 'G', '6')",144 BPM,8-Mar,Study No. 6 in G minor 32 Etudes amusantes et instructives,Gm,11,/tunes/kummer-op129-no6
2878,easy,G minor,/tunes/drouet-methode-pour-la-flute-study-no6.pdf,"('D', '4', 'Eb', '6')",104 BPM,4-Apr,Study No. 6 in G minor MÃ©thode pour la flÃ»te,Gm,11,/tunes/drouet-methode-pour-la-flute-study-no6
2701,intermediate,G minor,/tunes/boehm-24-caprice-etudes-op26-no6.pdf,"('C#', '4', 'G', '6')",192 BPM,8-Mar,Study No. 6 in G minor 24 Caprice-Etudes,Gm,11,/tunes/boehm-24-caprice-etudes-op26-no6
2515,intermediate,G minor,/tunes/boehm-24-etudes-op37-no6.pdf,"('C#', '4', 'Eb', '6')",56 BPM,8-Jun,Study No. 6 in G minor 24 Etudes,Gm,11,/tunes/boehm-24-etudes-op37-no6
1531,intermediate,G minor,/tunes/kohler-op93-no2-study-no6-in-g-minor.pdf,"('D', '4', 'G', '6')",92 BPM,4-Apr,"Study No. 6 in G minor 20 Easy Melodic Progressive Exercises, Book 2",Gm,11,/tunes/kohler-op93-no2-study-no6-in-g-minor
1277,intermediate,G minor,/tunes/berbiguier-18-exercises-no6.pdf,"('D', '4', 'G', '6')",108 BPM,4-Apr,Study No. 6 in G minor 18 Exercises or Etudes for Flute,Gm,11,/tunes/berbiguier-18-exercises-no6
2369,intermediate,G minor,/tunes/gariboldi-vingt-etudes-chantantes-op88-no8.pdf,"('G', '4', 'F', '6')",92 BPM,8-Sep,Study No. 8 in G minor Vingt Ã©tudes chantantes pour la flÃ»te,Gm,11,/tunes/gariboldi-vingt-etudes-chantantes-op88-no8
974,intermediate,G minor,/tunes/kohler-op33-no1-study-no9-in-g-minor.pdf,"('D', '4', 'G', '6')",126 BPM,8-Mar,"Study No. 9 in G minor Progress in Flute Playing, Book 1",Gm,11,/tunes/kohler-op33-no1-study-no9-in-g-minor
732,advanced,G minor,/tunes/vivaldi-the-four-seasons-summer.pdf,"('C', '4', 'Bb', '6')",144 BPM,8-Mar,Summer The Four Seasons,Gm,11,/tunes/vivaldi-the-four-seasons-summer
444,intermediate,G minor,/tunes/mozart-symphony-no25.pdf,"('D', '4', 'D', '6')",144 BPM,4-Apr,Symphony No. 25,Gm,11,/tunes/mozart-symphony-no25
316,intermediate,G minor,/tunes/mozart-symphony-no40.pdf,"('C', '4', 'G', '6')",104 BPM,2-Feb,Symphony No. 40,Gm,11,/tunes/mozart-symphony-no40
639,intermediate,G minor,/tunes/rameau-tambourin.pdf,"('D', '4', 'D', '6')",108 BPM,2-Feb,Tambourin PiÃ¨ces de clavecin,Gm,11,/tunes/rameau-tambourin
3058,easy,G minor,/tunes/telemann-partita-no4-iv-tempo-di-minuetto.pdf,"('F#', '4', 'Bb', '5')",144 BPM,4-Mar,Tempo di Minuetto Partita No. 4,Gm,11,/tunes/telemann-partita-no4-iv-tempo-di-minuetto
3094,intermediate,G minor,/tunes/telemann-partita-no4-vi-tempo-giusto.pdf,"('D', '4', 'Bb', '5')",96 BPM,4-Apr,Tempo giusto Partita No. 4,Gm,11,/tunes/telemann-partita-no4-vi-tempo-giusto
290,easy,G minor,/tunes/the-coventry-carol.pdf,"('C', '4', 'D', '6')",96 BPM,4-Mar,The Coventry Carol,Gm,11,/tunes/the-coventry-carol
2552,easy,G minor,/tunes/the-craw-killed-the-pussy-o.pdf,"('G', '4', 'C', '6')",56 BPM,8-Jun,"The Craw Killed the Pussy, O",Gm,11,/tunes/the-craw-killed-the-pussy-o
2576,intermediate,G minor,/tunes/the-gobby-o-and-variations.pdf,"('D', '4', 'D', '6')",80 BPM,8-Jun,The Gobby O and Variations,Gm,11,/tunes/the-gobby-o-and-variations
1506,intermediate,G minor,/tunes/the-highlanders-in-paris.pdf,"('D', '4', 'D', '6')",126 BPM,4-Apr,The Highlanders in Paris,Gm,11,/tunes/the-highlanders-in-paris
2265,intermediate,G minor,/tunes/the-pleasures-of-home.pdf,"('D', '4', 'G', '5')",172 BPM,4-Apr,The Pleasures of Home,Gm,11,/tunes/the-pleasures-of-home
2273,easy,G minor,/tunes/the-siege-of-troy.pdf,"('D', '4', 'A', '5')",69 BPM,8-Jun,The Siege of Troy,Gm,11,/tunes/the-siege-of-troy
1790,easy,G minor,/tunes/the-wind-that-shakes-the-barley-air.pdf,"('D', '4', 'G', '5')",60 BPM,8-Jun,The Wind that Shakes the Barley,Gm,11,/tunes/the-wind-that-shakes-the-barley-air
3037,easy,G minor,/tunes/three-handed-reel.pdf,"('D', '4', 'D', '6')",96 BPM,4-Feb,Three Handed,Gm,11,/tunes/three-handed-reel
301,intermediate,G minor,/tunes/pergolesi-tre-giorni-son-che-nina.pdf,"('F', '4', 'G', '5')",76 BPM,4-Apr,Tre giorni son che Nina,Gm,11,/tunes/pergolesi-tre-giorni-son-che-nina
1331,easy,G minor,/tunes/mendelssohn-op19-no6-venetian-boat-song.pdf,"('D', '4', 'A', '5')",52 BPM,8-Jun,"Venetian Boat Song in G minor Songs without Words, Book 1",Gm,11,/tunes/mendelssohn-op19-no6-venetian-boat-song
1312,intermediate,G minor,/tunes/loeillet-de-gant-op5-no10-i-vivace.pdf,"('D', '4', 'Bb', '5')",120 BPM,4-Apr,Vivace Sonata for Two Flutes No. 10 in G minor,Gm,11,/tunes/loeillet-de-gant-op5-no10-i-vivace
1357,intermediate,G minor,/tunes/telemann-canonic-sonata-no2-vivace.pdf,"('D', '4', 'Bb', '5')",176 BPM,8-Mar,"Vivace Six Canonic Sonatas for Two Flutes, No. 2",Gm,11,/tunes/telemann-canonic-sonata-no2-vivace
2026,easy,G minor,/tunes/wakefield-jigg.pdf,"('D', '4', 'Bb', '5')",108 BPM,8-Jun,Wakefield Jigg,Gm,11,/tunes/wakefield-jigg
741,easy,G minor,/tunes/purcell-dido-and-aeneas-when-i-am-laid-in-earth.pdf,"('F#', '4', 'G', '5')",56 BPM,2-Mar,When I am laid in earth Dido and Aeneas,Gm,11,/tunes/purcell-dido-and-aeneas-when-i-am-laid-in-earth
15,intermediate,G minor,/tunes/when-johnny-comes-marching-home.pdf,"('D', '4', 'D', '5')",112 BPM,8-Jun,When Johnny Comes Marching Home,Gm,11,/tunes/when-johnny-comes-marching-home
175,intermediate,G-flat major,/tunes/der-flohwalzer.pdf,"('Db', '4', 'Cb', '7')",108 BPM,4-Feb,Der Flohwalzer,Gbm,4,/tunes/der-flohwalzer
470,intermediate,G-flat major,/tunes/dvorak-rusalka-song-to-the-moon.pdf,"('Db', '4', 'Ab', '5')",72 BPM,8-Mar,Song to the Moon,Gbm,4,/tunes/dvorak-rusalka-song-to-the-moon
1687,intermediate,G-flat major,/tunes/andersen-24-etudes-op21-no13.pdf,"('Db', '4', 'Ab', '6')",72 BPM,4-Mar,"Study No. 13 in G-flat major 24 Etudes for Flute, Op. 21",Gbm,4,/tunes/andersen-24-etudes-op21-no13
2559,intermediate,G-flat major,/tunes/drouet-72-studies-for-the-boehm-flute-no39.pdf,"('F', '4', 'Fb', '6')",132 BPM,4-Apr,Study No. 39 in G-flat major 72 Studies for the Boehm Flute,Gbm,4,/tunes/drouet-72-studies-for-the-boehm-flute-no39
2801,intermediate,G-flat major,/tunes/drouet-72-studies-for-the-boehm-flute-no65.pdf,"('Db', '4', 'Gb', '6')",56 BPM,8-Mar,Study No. 65 in G-flat major 72 Studies for the Boehm Flute,Gbm,4,/tunes/drouet-72-studies-for-the-boehm-flute-no65
369,advanced,G-flat major,/tunes/puccini-madama-butterfly-un-bel-di-vedremo.pdf,"('Db', '4', 'Bb', '5')",42 BPM,4-Mar,Un bel dÃ¬ vedremo Madama Butterfly,Gbm,4,/tunes/puccini-madama-butterfly-un-bel-di-vedremo
2582,intermediate,G-sharp minor,/tunes/mussorgsky-pictures-at-an-exhibition-il-vecchio-castello.pdf,"('D#', '4', 'G#', '6')",52 BPM,8-Jun,Il vecchio castello Pictures at an Exhibition,Gsm,6,/tunes/mussorgsky-pictures-at-an-exhibition-il-vecchio-castello
2912,advanced,G-sharp minor,/tunes/andersen-24-etudes-op30-no12.pdf,"('D#', '4', 'G#', '6')",116 BPM,4-Apr,"Study No. 12 in G-sharp minor 24 Etudes for Flute, Op. 30",Gsm,6,/tunes/andersen-24-etudes-op30-no12
